0	0	0
0.01	0	0
0.02	0	0
0.03	0	0
0.04	5	4.123364486
0.05	5	4.672897196
0.06	5	4.380841121
0.07	5	5.006542056
0.08	5	5.006542056
0.09	5	5.006542056
0.1	5	5.006542056
0.11	5	0.898598131
0.12	5	4.380841121
0.13	5	4.380841121
0.14	5	4.672897196
0.15	5	4.123364486
0.16	5	4.123364486
0.17	5	4.380841121
0.18	5	4.380841121
0.19	5	4.123364486
0.2	5	4.380841121
0.21	5	4.123364486
0.22	5	4.380841121
0.23	5	4.123364486
0.24	5	4.380841121
0.25	5	4.380841121
0.26	5	4.380841121
0.27	5	4.123364486
0.28	5	4.380841121
0.29	5	4.380841121
0.3	5	4.672897196
0.31	5	4.672897196
0.32	5	4.123364486
0.33	5	5.006542056
0.34	5	5.006542056
0.35	5	5.006542056
0.36	5	5.006542056
0.37	5	5.006542056
0.38	5	5.006542056
0.39	5	4.380841121
0.4	5	4.380841121
0.41	5	4.380841121
0.42	5	4.380841121
0.43	5	4.672897196
0.44	5	4.123364486
0.45	5	4.380841121
0.46	5	4.380841121
0.47	5	4.123364486
0.48	5	4.123364486
0.49	5	4.380841121
0.5	5	4.380841121
0.51	5	4.123364486
0.52	5	4.380841121
0.53	5	4.123364486
0.54	5	4.380841121
0.55	5	4.123364486
0.56	5	4.380841121
0.57	5	4.380841121
0.58	5	4.380841121
0.59	5	4.123364486
0.6	5	4.672897196
0.61	5	4.380841121
0.62	5	4.672897196
0.63	5	4.672897196
0.64	5	4.380841121
0.65	5	4.380841121
0.66	5	4.380841121
0.67	5	4.672897196
0.68	5	4.380841121
0.69	5	4.672897196
0.7	5	4.123364486
0.71	5	4.672897196
0.72	5	4.380841121
0.73	5	4.380841121
0.74	5	4.123364486
0.75	5	4.380841121
0.76	5	4.380841121
0.77	5	4.380841121
0.78	5	4.380841121
0.79	5	4.123364486
0.8	5	4.380841121
0.81	5	4.123364486
0.82	5	4.380841121
0.83	5	4.123364486
0.84	5	4.380841121
0.85	5	4.123364486
0.86	5	4.380841121
0.87	5	4.123364486
0.88	5	4.123364486
0.89	5	4.672897196
0.9	5	4.123364486
0.91	5	4.380841121
0.92	5	4.672897196
0.93	5	4.672897196
0.94	5	4.672897196
0.95	5	4.672897196
0.96	5	4.380841121
0.97	5	4.672897196
0.98	5	4.380841121
0.99	5	4.380841121
1	5	4.380841121
1.01	5	4.380841121
1.02	5	4.380841121
1.03	5	4.380841121
1.04	5	4.380841121
1.05	5	4.123364486
1.06	5	4.123364486
1.07	5	4.380841121
1.08	5	4.380841121
1.09	5	4.123364486
1.1	5	4.380841121
1.11	5	4.380841121
1.12	5	4.380841121
1.13	5	4.123364486
1.14	5	4.380841121
1.15	5	4.380841121
1.16	5	4.672897196
1.17	5	4.123364486
1.18	5	4.380841121
1.19	5	4.672897196
1.2	5	4.672897196
1.21	5	4.672897196
1.22	5	4.123364486
1.23	5	4.123364486
1.24	0	3.504672897
1.25	0	3.337850467
1.26	0	2.596261682
1.27	0	2.596261682
1.28	0	1.894392523
1.29	0	0
1.3	0	0
1.31	0	0
1.32	0	0
1.33	0	0
1.34	0	0
1.35	0	0
1.36	0	0
1.37	0	0
1.38	0	0
1.39	0	0
1.4	0	0
1.41	0	0
1.42	0	0
1.43	0	0
1.44	0	0
1.45	0	0
1.46	0	0
1.47	0	0
1.48	0	0
1.49	0	0
1.5	0	0
1.51	0	0
1.52	0	0
1.53	0	0
1.54	0	0
1.55	0	0
1.56	0	0
1.57	0	0
1.58	0	0
1.59	0	0
1.6	0	0
1.61	0	0
1.62	0	0
1.63	0	0
